user_id,gender,age,food_item,food_type,order_time,calories,mood_score,stress_level,activity_level,responded_to_nudge
U0389,Male,50,pho,balanced,Afternoon,859,9,1,Active,no
U0390,Male,65,tofu stir-fry,healthy,Afternoon,883,5,2,Moderate,no
U0391,Male,43,fried rice,junk,Night,649,5,2,Moderate,no
U0392,Female,50,boba tea,junk,Afternoon,511,1,2,Sedentary,no
U0393,Female,78,fried rice,junk,Night,881,7,1,Active,no
U0394,Male,18,boba tea,junk,Morning,539,2,2,Moderate,no
U0395,Male,50,spring rolls,healthy,Morning,889,10,2,Active,no
U0396,Male,31,pho,balanced,Night,998,1,2,Sedentary,no
U0397,Female,52,boba tea,junk,Evening,556,3,3,Moderate,no
U0398,Female,69,pho,balanced,Night,1092,4,2,Sedentary,no
U0399,Male,56,dumplings,balanced,Evening,605,3,3,Sedentary,yes
U0400,Female,66,fried rice,junk,Evening,988,5,3,Moderate,yes
U0401,Female,77,spring rolls,healthy,Night,676,4,2,Moderate,no
U0402,Female,47,pho,balanced,Evening,954,10,2,Active,no
U0403,Female,40,spring rolls,healthy,Morning,391,10,1,Active,yes
U0404,Male,32,teriyaki chicken,balanced,Afternoon,824,5,2,Moderate,no
U0405,Male,54,tofu stir-fry,healthy,Morning,691,8,1,Active,yes
U0406,Male,45,fried rice,junk,Evening,631,1,3,Moderate,yes
U0407,Female,78,boba tea,junk,Evening,413,2,2,Moderate,no
U0408,Male,50,pho,balanced,Evening,782,9,1,Active,yes
U0409,Male,43,ramen,junk,Evening,692,5,2,Moderate,no
U0410,Female,41,boba tea,junk,Evening,1083,4,2,Sedentary,no
U0411,Female,76,tofu stir-fry,healthy,Afternoon,933,4,2,Sedentary,no
U0412,Female,61,spring rolls,healthy,Evening,513,3,2,Sedentary,no
U0413,Male,58,tofu stir-fry,healthy,Night,456,10,1,Active,yes
U0414,Male,56,dumplings,balanced,Morning,1203,5,3,Sedentary,no
U0415,Male,71,teriyaki chicken,balanced,Afternoon,1021,3,3,Sedentary,yes
U0416,Male,18,dumplings,balanced,Night,716,3,2,Sedentary,no
U0417,Female,68,kimchi,healthy,Night,763,7,2,Active,yes
U0418,Female,77,spring rolls,healthy,Morning,564,8,1,Active,yes
U0419,Male,44,boba tea,junk,Evening,807,5,2,Moderate,yes
U0420,Male,32,boba tea,junk,Morning,750,1,3,Moderate,no
U0421,Female,70,kimchi,healthy,Afternoon,557,2,2,Moderate,no
U0422,Male,69,pho,balanced,Night,1009,3,3,Moderate,yes
U0423,Male,75,tofu stir-fry,healthy,Evening,1234,8,1,Active,no
U0424,Male,24,pho,balanced,Evening,718,5,3,Sedentary,no
U0425,Male,22,boba tea,junk,Morning,606,9,1,Active,no
U0426,Male,41,boba tea,junk,Morning,656,3,3,Moderate,yes
U0427,Female,59,spring rolls,healthy,Morning,789,2,2,Sedentary,no
U0428,Male,70,tofu stir-fry,healthy,Morning,306,1,3,Sedentary,yes
U0429,Male,40,spring rolls,healthy,Morning,1240,4,3,Moderate,no
U0430,Male,25,boba tea,junk,Morning,902,5,3,Sedentary,no
U0431,Male,30,fried rice,junk,Evening,771,4,2,Sedentary,yes
U0432,Male,53,kimchi,healthy,Morning,713,2,2,Sedentary,no
U0433,Male,69,kimchi,healthy,Morning,522,4,2,Moderate,no
U0434,Female,57,kimchi,healthy,Night,942,3,3,Moderate,no
U0435,Female,59,tofu stir-fry,healthy,Evening,946,5,2,Sedentary,yes
U0436,Female,71,ramen,junk,Afternoon,1276,4,3,Sedentary,yes
U0437,Male,44,ramen,junk,Morning,936,2,3,Moderate,no
U0438,Male,25,sushi,healthy,Night,739,8,1,Active,no
U0439,Male,29,boba tea,junk,Morning,848,4,2,Moderate,no
U0440,Male,61,boba tea,junk,Morning,662,5,3,Moderate,no
U0441,Female,18,tofu stir-fry,healthy,Night,681,8,1,Active,yes
U0442,Male,41,fried rice,junk,Morning,569,1,2,Moderate,no
U0443,Male,23,dumplings,balanced,Afternoon,757,3,2,Sedentary,no
U0444,Male,42,dumplings,balanced,Evening,633,2,2,Moderate,no
U0445,Male,63,teriyaki chicken,balanced,Afternoon,1021,10,1,Active,yes
U0446,Male,20,tofu stir-fry,healthy,Night,895,5,2,Moderate,no
U0447,Male,28,pho,balanced,Evening,940,3,2,Moderate,no
U0448,Male,52,dumplings,balanced,Evening,473,3,2,Moderate,no
U0449,Male,65,kimchi,healthy,Morning,890,4,3,Moderate,no
U0450,Male,50,dumplings,balanced,Night,1197,5,3,Sedentary,no
U0451,Male,50,boba tea,junk,Morning,717,9,1,Active,yes
U0452,Female,36,pho,balanced,Night,1187,9,2,Active,yes
U0453,Male,69,spring rolls,healthy,Evening,1195,4,2,Sedentary,yes
U0454,Male,64,pho,balanced,Afternoon,717,3,2,Sedentary,yes
U0455,Male,42,pho,balanced,Afternoon,599,4,2,Moderate,yes
U0456,Male,74,boba tea,junk,Afternoon,985,3,2,Sedentary,yes
U0457,Male,22,kimchi,healthy,Afternoon,563,7,1,Active,yes
U0458,Female,78,sushi,healthy,Afternoon,855,10,1,Active,yes
U0459,Male,72,kimchi,healthy,Night,1032,3,2,Sedentary,no
U0460,Female,48,boba tea,junk,Morning,821,10,1,Active,no
U0461,Female,48,fried rice,junk,Evening,435,3,3,Sedentary,no
U0462,Male,44,boba tea,junk,Afternoon,625,9,1,Active,yes
U0463,Female,30,dumplings,balanced,Afternoon,666,8,1,Active,yes
U0464,Male,36,teriyaki chicken,balanced,Evening,277,1,3,Moderate,no
U0465,Female,69,tofu stir-fry,healthy,Evening,924,3,3,Sedentary,yes
U0466,Female,41,spring rolls,healthy,Evening,1149,2,3,Sedentary,no
U0467,Male,25,dumplings,balanced,Afternoon,532,5,3,Sedentary,no
U0468,Male,52,ramen,junk,Afternoon,624,8,1,Active,yes
U0469,Female,65,teriyaki chicken,balanced,Night,757,8,2,Active,yes
U0470,Female,79,tofu stir-fry,healthy,Afternoon,919,5,3,Sedentary,no
U0471,Female,33,dumplings,balanced,Morning,715,10,1,Active,no
U0472,Male,71,fried rice,junk,Evening,957,7,1,Active,yes
U0473,Male,22,fried rice,junk,Evening,937,2,3,Moderate,yes
U0474,Female,33,teriyaki chicken,balanced,Afternoon,677,2,3,Moderate,no
U0475,Male,58,fried rice,junk,Night,783,4,3,Moderate,yes
U0476,Female,72,dumplings,balanced,Morning,626,1,2,Sedentary,no
U0477,Female,47,pho,balanced,Morning,565,1,3,Sedentary,yes
U0478,Male,54,dumplings,balanced,Evening,601,2,3,Moderate,no
U0479,Male,20,tofu stir-fry,healthy,Afternoon,588,8,1,Active,yes
U0480,Male,34,sushi,healthy,Afternoon,903,1,2,Sedentary,no
U0481,Female,56,pho,balanced,Night,957,3,2,Sedentary,no
U0482,Female,56,fried rice,junk,Night,1170,2,2,Sedentary,no
U0483,Male,29,fried rice,junk,Morning,592,2,2,Moderate,no
U0484,Male,29,tofu stir-fry,healthy,Morning,1253,7,1,Active,no
U0485,Female,65,pho,balanced,Night,896,5,3,Sedentary,no
U0486,Male,65,spring rolls,healthy,Night,1068,8,1,Active,no
U0487,Female,60,boba tea,junk,Evening,531,8,2,Active,yes
U0488,Female,41,kimchi,healthy,Evening,625,4,2,Sedentary,no
U0489,Female,19,spring rolls,healthy,Morning,707,5,2,Moderate,no
U0490,Male,40,fried rice,junk,Morning,1076,3,3,Moderate,no
U0491,Female,79,dumplings,balanced,Afternoon,941,2,2,Moderate,no
U0492,Female,61,spring rolls,healthy,Morning,566,5,3,Sedentary,yes
U0493,Female,79,pho,balanced,Morning,861,2,2,Sedentary,yes
U0494,Female,70,pho,balanced,Morning,874,5,2,Sedentary,no
U0495,Male,22,dumplings,balanced,Evening,526,8,2,Active,yes
U0496,Male,71,kimchi,healthy,Morning,850,4,3,Moderate,yes
U0497,Male,36,dumplings,balanced,Morning,880,5,2,Moderate,no
U0498,Female,40,spring rolls,healthy,Morning,583,4,3,Sedentary,no
U0499,Male,57,kimchi,healthy,Night,907,9,2,Active,yes
U0500,Female,18,boba tea,junk,Evening,952,1,2,Moderate,no
U0501,Male,28,pho,balanced,Night,915,5,2,Sedentary,no
U0502,Female,54,fried rice,junk,Afternoon,684,5,2,Sedentary,no
U0503,Male,21,spring rolls,healthy,Night,853,5,3,Sedentary,no
U0504,Female,19,tofu stir-fry,healthy,Evening,746,10,1,Active,yes
U0505,Male,61,ramen,junk,Morning,269,9,1,Active,yes
U0506,Male,41,dumplings,balanced,Afternoon,779,9,1,Active,yes
U0507,Male,56,dumplings,balanced,Night,1093,4,2,Moderate,yes
U0508,Female,72,kimchi,healthy,Evening,498,5,3,Sedentary,no
U0509,Male,65,pho,balanced,Afternoon,755,1,2,Moderate,yes
U0510,Male,77,tofu stir-fry,healthy,Afternoon,814,9,1,Active,yes
U0511,Female,30,boba tea,junk,Afternoon,828,7,1,Active,no
U0512,Female,43,ramen,junk,Afternoon,1127,3,2,Sedentary,no
U0513,Male,39,ramen,junk,Morning,933,1,3,Moderate,no
U0514,Female,34,tofu stir-fry,healthy,Afternoon,930,4,2,Moderate,yes
U0515,Male,18,spring rolls,healthy,Morning,516,10,1,Active,yes
U0516,Female,62,sushi,healthy,Night,698,2,2,Moderate,no
U0517,Female,76,kimchi,healthy,Morning,520,3,3,Moderate,no
U0518,Male,47,dumplings,balanced,Afternoon,913,10,1,Active,yes
U0519,Female,41,teriyaki chicken,balanced,Afternoon,1018,9,1,Active,yes
U0520,Female,62,sushi,healthy,Evening,1266,3,2,Sedentary,yes
U0521,Male,46,tofu stir-fry,healthy,Evening,686,10,1,Active,no
U0522,Male,69,sushi,healthy,Morning,1110,5,3,Sedentary,no
U0523,Male,37,teriyaki chicken,balanced,Afternoon,662,10,1,Active,yes
U0524,Female,79,ramen,junk,Morning,1008,3,2,Moderate,yes
U0525,Female,18,teriyaki chicken,balanced,Morning,935,2,2,Moderate,yes
U0526,Male,46,dumplings,balanced,Evening,1160,4,2,Sedentary,yes
U0527,Female,33,boba tea,junk,Night,775,9,1,Active,yes
U0528,Male,59,kimchi,healthy,Evening,1111,2,3,Sedentary,yes
U0529,Male,40,sushi,healthy,Morning,1052,5,2,Moderate,no
U0530,Male,18,fried rice,junk,Night,783,3,2,Sedentary,no
U0531,Male,42,ramen,junk,Morning,955,4,3,Sedentary,no
U0532,Female,59,boba tea,junk,Evening,603,1,2,Sedentary,yes
U0533,Male,18,ramen,junk,Afternoon,802,8,1,Active,no
U0534,Female,42,kimchi,healthy,Afternoon,1007,7,1,Active,no
U0535,Male,48,dumplings,balanced,Afternoon,860,1,3,Moderate,no
U0536,Male,36,teriyaki chicken,balanced,Afternoon,679,4,3,Moderate,no
U0537,Male,41,pho,balanced,Night,572,10,1,Active,no
U0538,Female,35,fried rice,junk,Afternoon,1290,1,2,Moderate,no
U0539,Male,64,sushi,healthy,Morning,919,10,2,Active,no
U0540,Female,75,tofu stir-fry,healthy,Evening,578,9,1,Active,no
U0541,Male,74,dumplings,balanced,Afternoon,817,1,3,Sedentary,no
U0542,Male,40,fried rice,junk,Night,874,5,3,Moderate,no
U0543,Female,68,tofu stir-fry,healthy,Evening,573,1,3,Sedentary,yes
U0544,Male,53,teriyaki chicken,balanced,Morning,922,4,2,Sedentary,yes
U0545,Male,24,dumplings,balanced,Morning,1027,10,1,Active,no
U0546,Female,79,fried rice,junk,Afternoon,1351,2,3,Sedentary,no
U0547,Female,54,tofu stir-fry,healthy,Night,789,7,1,Active,yes
U0548,Male,40,sushi,healthy,Morning,1057,4,3,Moderate,yes
U0549,Male,66,fried rice,junk,Evening,1207,1,3,Sedentary,no
U0550,Female,68,boba tea,junk,Evening,746,1,3,Moderate,no
U0551,Male,70,sushi,healthy,Afternoon,935,2,2,Sedentary,no
U0552,Female,76,ramen,junk,Evening,953,7,1,Active,yes
U0553,Female,33,sushi,healthy,Afternoon,662,8,2,Active,no
U0554,Female,22,fried rice,junk,Morning,949,1,3,Moderate,yes
U0555,Female,28,fried rice,junk,Morning,849,3,3,Moderate,no
U0556,Female,43,boba tea,junk,Morning,577,3,2,Moderate,yes
U0557,Male,78,kimchi,healthy,Morning,938,1,3,Moderate,yes
U0558,Male,31,fried rice,junk,Night,610,2,2,Sedentary,yes
U0559,Female,43,boba tea,junk,Night,702,5,2,Sedentary,no
U0560,Female,67,sushi,healthy,Afternoon,861,8,1,Active,no
U0561,Female,75,sushi,healthy,Afternoon,1058,9,2,Active,yes
U0562,Male,33,ramen,junk,Afternoon,1090,5,2,Sedentary,no
U0563,Female,19,teriyaki chicken,balanced,Evening,831,1,3,Moderate,no
U0564,Female,57,sushi,healthy,Night,998,3,3,Sedentary,no
U0565,Male,69,boba tea,junk,Afternoon,654,9,1,Active,no
U0566,Male,68,sushi,healthy,Morning,630,2,3,Moderate,no
U0567,Female,76,ramen,junk,Evening,1002,1,3,Sedentary,yes
U0568,Male,74,sushi,healthy,Afternoon,951,5,3,Moderate,yes
U0569,Male,43,spring rolls,healthy,Night,1123,2,3,Sedentary,no
U0570,Male,61,spring rolls,healthy,Evening,736,9,2,Active,no
U0571,Male,29,fried rice,junk,Afternoon,489,9,1,Active,no
U0572,Male,43,sushi,healthy,Night,789,3,2,Sedentary,no
U0573,Male,26,boba tea,junk,Evening,639,9,2,Active,no
U0574,Female,70,ramen,junk,Afternoon,917,5,3,Sedentary,yes
U0575,Male,73,teriyaki chicken,balanced,Morning,877,1,3,Moderate,no
U0576,Male,26,boba tea,junk,Morning,650,8,2,Active,yes
U0577,Female,74,kimchi,healthy,Night,579,3,3,Sedentary,no
U0578,Female,52,spring rolls,healthy,Afternoon,966,4,2,Sedentary,no
U0579,Male,18,kimchi,healthy,Evening,978,10,1,Active,yes
U0580,Male,56,sushi,healthy,Morning,838,4,2,Sedentary,yes
U0581,Male,54,tofu stir-fry,healthy,Night,447,10,1,Active,no
U0582,Male,61,sushi,healthy,Night,706,7,2,Active,no
U0583,Male,74,boba tea,junk,Evening,948,3,3,Sedentary,no
U0584,Female,33,fried rice,junk,Afternoon,864,3,2,Sedentary,yes
U0585,Male,37,tofu stir-fry,healthy,Morning,708,2,3,Sedentary,yes
U0586,Female,58,ramen,junk,Evening,1084,2,2,Sedentary,no
U0587,Male,57,boba tea,junk,Afternoon,677,5,2,Sedentary,yes
U0588,Female,33,fried rice,junk,Morning,1036,2,3,Moderate,yes
U0589,Male,49,tofu stir-fry,healthy,Night,883,4,2,Sedentary,no
U0590,Male,52,sushi,healthy,Afternoon,668,2,3,Moderate,no
U0591,Male,77,teriyaki chicken,balanced,Evening,933,2,3,Moderate,yes
U0592,Male,71,fried rice,junk,Night,945,4,2,Sedentary,no
U0593,Male,75,dumplings,balanced,Morning,1218,2,2,Sedentary,no
U0594,Male,72,pho,balanced,Evening,433,1,3,Moderate,yes
U0595,Female,62,boba tea,junk,Afternoon,876,2,2,Moderate,no
U0596,Male,26,teriyaki chicken,balanced,Evening,806,10,2,Active,yes
U0597,Male,34,teriyaki chicken,balanced,Evening,954,8,1,Active,no
U0598,Male,61,sushi,healthy,Night,914,5,3,Sedentary,yes
U0599,Female,33,dumplings,balanced,Morning,1246,1,2,Sedentary,no
U0600,Male,60,ramen,junk,Evening,846,1,3,Moderate,yes
U0601,Female,78,spring rolls,healthy,Evening,1102,9,1,Active,yes
U0602,Male,61,sushi,healthy,Morning,1058,4,3,Sedentary,yes
U0603,Male,61,fried rice,junk,Night,1294,5,2,Moderate,no
U0604,Female,52,boba tea,junk,Evening,942,7,1,Active,no
U0605,Male,20,tofu stir-fry,healthy,Afternoon,493,1,2,Moderate,no
U0606,Female,33,tofu stir-fry,healthy,Night,868,5,2,Sedentary,no
U0607,Female,33,teriyaki chicken,balanced,Evening,784,7,1,Active,no
U0608,Male,54,kimchi,healthy,Night,1020,3,2,Moderate,no
U0609,Female,62,pho,balanced,Night,648,3,3,Moderate,no
U0610,Female,53,teriyaki chicken,balanced,Night,939,4,3,Sedentary,yes
U0611,Male,37,sushi,healthy,Afternoon,642,2,2,Moderate,no
U0612,Female,79,spring rolls,healthy,Afternoon,865,1,3,Sedentary,no
U0613,Male,56,fried rice,junk,Night,832,3,2,Moderate,no
U0614,Male,23,teriyaki chicken,balanced,Night,674,2,2,Moderate,yes
U0615,Male,55,boba tea,junk,Afternoon,753,3,3,Moderate,yes
U0616,Male,78,kimchi,healthy,Afternoon,581,2,3,Moderate,yes
U0617,Male,49,tofu stir-fry,healthy,Evening,1199,3,3,Moderate,no
U0618,Male,25,ramen,junk,Morning,775,7,1,Active,yes
U0619,Female,38,tofu stir-fry,healthy,Morning,703,10,1,Active,no
U0620,Female,66,tofu stir-fry,healthy,Morning,933,3,2,Moderate,no
U0621,Female,50,sushi,healthy,Morning,522,8,2,Active,yes
U0622,Male,45,fried rice,junk,Evening,611,8,1,Active,yes
U0623,Male,36,pho,balanced,Morning,682,3,3,Sedentary,no
U0624,Male,55,ramen,junk,Evening,1084,2,2,Moderate,no
U0625,Male,44,fried rice,junk,Morning,897,1,2,Moderate,no
U0626,Male,71,pho,balanced,Night,1055,1,2,Sedentary,yes
U0627,Male,71,pho,balanced,Night,699,3,3,Moderate,no
U0628,Female,65,sushi,healthy,Morning,760,3,2,Sedentary,no
U0629,Male,52,spring rolls,healthy,Night,1102,2,2,Moderate,no
U0630,Female,58,dumplings,balanced,Night,545,5,3,Moderate,no
U0631,Male,31,fried rice,junk,Night,1009,1,2,Sedentary,no
U0632,Male,75,sushi,healthy,Night,1095,10,2,Active,yes
U0633,Male,28,teriyaki chicken,balanced,Afternoon,1050,9,2,Active,no
U0634,Female,24,pho,balanced,Afternoon,936,9,1,Active,yes
U0635,Female,57,dumplings,balanced,Evening,872,3,2,Sedentary,no
U0636,Female,30,pho,balanced,Morning,1158,8,1,Active,no
U0637,Female,33,kimchi,healthy,Night,802,4,2,Sedentary,yes
U0638,Male,70,pho,balanced,Night,777,9,1,Active,no
U0639,Male,66,fried rice,junk,Afternoon,810,10,1,Active,yes
U0640,Female,19,pho,balanced,Afternoon,904,4,2,Moderate,yes
U0641,Male,58,kimchi,healthy,Evening,614,8,2,Active,no
U0642,Female,64,ramen,junk,Night,677,9,1,Active,no
U0643,Female,61,sushi,healthy,Night,607,2,2,Sedentary,no
U0644,Male,79,tofu stir-fry,healthy,Night,548,3,2,Sedentary,yes
U0645,Female,53,boba tea,junk,Afternoon,797,3,2,Sedentary,no
U0646,Male,58,teriyaki chicken,balanced,Morning,836,4,3,Moderate,no
U0647,Male,66,teriyaki chicken,balanced,Afternoon,1050,7,1,Active,no
U0648,Male,42,spring rolls,healthy,Morning,925,2,3,Moderate,no
U0649,Female,79,teriyaki chicken,balanced,Night,848,3,3,Sedentary,no
U0650,Male,79,boba tea,junk,Night,854,7,1,Active,yes
U0651,Male,44,boba tea,junk,Afternoon,951,2,2,Moderate,no
U0652,Male,35,teriyaki chicken,balanced,Morning,660,10,1,Active,no
U0653,Male,22,fried rice,junk,Night,492,10,1,Active,yes
U0654,Female,53,tofu stir-fry,healthy,Morning,637,5,2,Sedentary,yes
U0655,Female,48,teriyaki chicken,balanced,Evening,296,1,3,Sedentary,yes
U0656,Male,66,sushi,healthy,Night,492,1,3,Sedentary,no
U0657,Male,41,dumplings,balanced,Evening,946,9,2,Active,yes
U0658,Male,69,dumplings,balanced,Morning,742,7,2,Active,no
U0659,Female,44,spring rolls,healthy,Night,891,1,3,Moderate,yes
U0660,Male,24,teriyaki chicken,balanced,Afternoon,827,2,2,Sedentary,no
U0661,Male,25,kimchi,healthy,Night,762,1,3,Moderate,no
U0662,Female,65,teriyaki chicken,balanced,Afternoon,1130,2,2,Sedentary,no
U0663,Male,45,fried rice,junk,Evening,1037,5,3,Moderate,yes
U0664,Female,24,pho,balanced,Morning,555,7,1,Active,yes
U0665,Male,54,dumplings,balanced,Afternoon,362,9,2,Active,no
U0666,Female,41,ramen,junk,Night,870,9,2,Active,yes
U0667,Male,57,ramen,junk,Morning,1162,7,2,Active,yes
U0668,Male,37,sushi,healthy,Morning,1108,10,1,Active,yes
U0669,Male,75,tofu stir-fry,healthy,Morning,1033,7,1,Active,no
U0670,Female,50,tofu stir-fry,healthy,Evening,1164,1,2,Sedentary,no
U0671,Male,22,dumplings,balanced,Afternoon,1023,3,2,Sedentary,no
U0672,Male,57,dumplings,balanced,Afternoon,915,10,1,Active,yes
U0673,Male,64,dumplings,balanced,Morning,806,2,2,Sedentary,no
U0674,Female,68,pho,balanced,Evening,376,7,1,Active,yes
U0675,Male,26,kimchi,healthy,Afternoon,694,5,2,Moderate,yes
U0676,Male,42,kimchi,healthy,Morning,769,3,3,Moderate,no
U0677,Male,34,pho,balanced,Morning,894,8,1,Active,yes
U0678,Male,69,pho,balanced,Evening,1185,4,3,Moderate,yes
U0679,Female,26,pho,balanced,Morning,580,10,1,Active,yes
U0680,Female,24,dumplings,balanced,Evening,976,10,1,Active,yes
U0681,Female,43,fried rice,junk,Evening,989,3,2,Sedentary,no
U0682,Female,79,tofu stir-fry,healthy,Night,666,9,2,Active,yes
U0683,Female,41,dumplings,balanced,Evening,864,7,1,Active,no
U0684,Male,49,boba tea,junk,Evening,1122,3,2,Sedentary,yes
U0685,Female,26,kimchi,healthy,Night,1096,9,2,Active,yes
U0686,Female,26,tofu stir-fry,healthy,Morning,1063,7,1,Active,yes
U0687,Male,52,fried rice,junk,Morning,1088,7,1,Active,yes
U0688,Male,22,pho,balanced,Afternoon,1036,1,3,Sedentary,no
U0689,Male,73,ramen,junk,Evening,631,7,1,Active,yes
U0690,Female,33,pho,balanced,Night,534,2,3,Moderate,no
U0691,Male,59,fried rice,junk,Evening,904,10,1,Active,no
U0692,Female,37,sushi,healthy,Evening,855,2,3,Moderate,yes
U0693,Male,54,teriyaki chicken,balanced,Night,740,5,3,Sedentary,no
U0694,Male,75,ramen,junk,Afternoon,784,10,1,Active,yes
U0695,Male,39,kimchi,healthy,Night,397,8,2,Active,no
U0696,Male,28,fried rice,junk,Night,958,2,2,Moderate,yes
U0697,Female,33,kimchi,healthy,Night,701,2,2,Moderate,no
U0698,Female,46,dumplings,balanced,Morning,780,9,1,Active,no
U0699,Male,42,boba tea,junk,Night,534,3,2,Sedentary,yes
U0700,Male,48,pho,balanced,Evening,1100,3,3,Moderate,no
U0701,Male,42,pho,balanced,Afternoon,677,10,1,Active,yes
U0702,Female,35,pho,balanced,Night,571,1,2,Moderate,no
U0703,Female,40,dumplings,balanced,Afternoon,808,7,1,Active,yes
U0704,Female,67,fried rice,junk,Morning,999,3,3,Sedentary,no
U0705,Male,42,sushi,healthy,Evening,668,3,3,Moderate,no
U0706,Male,76,pho,balanced,Afternoon,1048,5,3,Sedentary,yes
U0707,Female,46,pho,balanced,Night,909,5,2,Moderate,no
U0708,Male,51,fried rice,junk,Afternoon,760,1,3,Moderate,no
U0709,Female,38,ramen,junk,Night,1054,1,2,Moderate,no
U0710,Male,43,sushi,healthy,Night,1118,4,2,Sedentary,no
U0711,Female,68,ramen,junk,Afternoon,869,4,3,Sedentary,no
U0712,Male,76,tofu stir-fry,healthy,Morning,1039,1,2,Sedentary,no
U0713,Female,25,fried rice,junk,Night,563,3,2,Moderate,no
U0714,Male,29,fried rice,junk,Morning,431,3,2,Moderate,yes
U0715,Female,55,kimchi,healthy,Night,447,8,2,Active,yes
U0716,Female,49,dumplings,balanced,Night,528,2,3,Moderate,no
U0717,Female,39,kimchi,healthy,Evening,790,5,3,Sedentary,no
U0718,Female,66,fried rice,junk,Night,907,10,2,Active,yes
U0719,Male,78,sushi,healthy,Afternoon,1026,8,2,Active,no
U0720,Male,36,sushi,healthy,Evening,531,2,3,Moderate,no
U0721,Female,75,boba tea,junk,Night,419,5,3,Moderate,yes
U0722,Female,55,spring rolls,healthy,Night,612,2,2,Sedentary,no
U0723,Male,77,ramen,junk,Night,1259,1,3,Sedentary,yes
U0724,Male,66,pho,balanced,Evening,948,7,1,Active,no
U0725,Female,78,boba tea,junk,Morning,614,3,2,Moderate,yes
U0726,Female,65,kimchi,healthy,Morning,729,4,3,Sedentary,no
U0727,Male,74,pho,balanced,Night,1150,5,3,Moderate,no
U0728,Female,34,sushi,healthy,Night,1050,1,3,Moderate,no
U0729,Male,71,ramen,junk,Night,970,4,2,Sedentary,no
U0730,Male,70,pho,balanced,Evening,613,5,3,Sedentary,no
U0731,Female,18,spring rolls,healthy,Morning,941,2,3,Moderate,yes
U0732,Male,27,spring rolls,healthy,Morning,630,4,3,Moderate,yes
U0733,Male,49,fried rice,junk,Night,559,2,2,Moderate,no
U0734,Female,69,kimchi,healthy,Afternoon,1143,3,3,Sedentary,no
U0735,Female,59,teriyaki chicken,balanced,Night,884,1,3,Sedentary,yes
U0736,Female,68,teriyaki chicken,balanced,Evening,707,8,1,Active,no
U0737,Female,73,boba tea,junk,Evening,674,1,2,Moderate,no
U0738,Female,52,teriyaki chicken,balanced,Night,612,4,2,Moderate,no
U0739,Male,70,sushi,healthy,Afternoon,574,4,2,Sedentary,no
U0740,Male,62,dumplings,balanced,Evening,735,4,2,Moderate,yes
U0741,Female,19,kimchi,healthy,Afternoon,1009,7,2,Active,yes
U0742,Female,57,teriyaki chicken,balanced,Night,553,10,2,Active,yes
U0743,Female,33,sushi,healthy,Night,765,10,1,Active,yes
U0744,Female,19,tofu stir-fry,healthy,Evening,654,5,3,Moderate,no
U0745,Male,70,teriyaki chicken,balanced,Night,553,4,3,Sedentary,no
U0746,Male,54,pho,balanced,Evening,513,7,1,Active,yes
U0747,Male,78,pho,balanced,Morning,893,7,2,Active,no
U0748,Male,66,boba tea,junk,Evening,931,2,3,Sedentary,yes
U0749,Male,42,dumplings,balanced,Morning,1077,3,2,Sedentary,no
U0750,Male,71,boba tea,junk,Morning,945,5,2,Sedentary,yes
U0751,Male,50,kimchi,healthy,Evening,993,4,3,Moderate,no
U0752,Female,54,fried rice,junk,Night,573,2,3,Sedentary,no
U0753,Female,57,sushi,healthy,Morning,1057,4,3,Sedentary,no
U0754,Male,43,sushi,healthy,Night,1209,2,2,Moderate,no
U0755,Female,59,sushi,healthy,Night,1182,3,2,Sedentary,yes
U0756,Female,35,kimchi,healthy,Morning,730,4,3,Sedentary,yes
U0757,Female,31,spring rolls,healthy,Afternoon,1040,5,2,Moderate,yes
U0758,Male,44,sushi,healthy,Evening,786,3,3,Moderate,no
U0759,Male,42,boba tea,junk,Afternoon,602,3,3,Sedentary,no
U0760,Male,56,pho,balanced,Night,1041,4,3,Sedentary,yes
U0761,Male,79,dumplings,balanced,Morning,1013,2,3,Moderate,no
U0762,Male,79,spring rolls,healthy,Evening,980,5,2,Sedentary,yes
U0763,Male,39,fried rice,junk,Afternoon,996,1,2,Sedentary,no
U0764,Male,41,sushi,healthy,Evening,719,4,2,Moderate,no
U0765,Female,23,teriyaki chicken,balanced,Morning,554,4,2,Moderate,yes
U0766,Female,31,teriyaki chicken,balanced,Night,1056,4,3,Moderate,no
U0767,Male,25,spring rolls,healthy,Night,757,2,2,Moderate,no
U0768,Male,64,dumplings,balanced,Afternoon,632,1,3,Moderate,no
U0769,Female,53,sushi,healthy,Evening,1155,8,1,Active,yes
U0770,Female,79,dumplings,balanced,Night,1077,8,1,Active,yes
U0771,Female,59,tofu stir-fry,healthy,Morning,702,5,2,Sedentary,no
U0772,Female,18,sushi,healthy,Night,1168,4,3,Sedentary,yes
U0773,Female,53,spring rolls,healthy,Morning,1093,8,1,Active,no
U0774,Male,66,dumplings,balanced,Evening,624,7,2,Active,yes
U0775,Female,79,kimchi,healthy,Afternoon,713,9,2,Active,no
U0776,Female,37,spring rolls,healthy,Evening,1084,4,3,Moderate,no
U0777,Male,35,tofu stir-fry,healthy,Morning,718,5,3,Moderate,yes
U0778,Male,61,spring rolls,healthy,Morning,751,1,2,Sedentary,yes
U0779,Female,43,kimchi,healthy,Night,1185,4,3,Sedentary,no
